startWith,name,symptoms,url
b,Bệnh lao phổi,"Ho kéo dài hơn 3 tuần (ho khan, ho có đờm, ho ra máu) là triệu chứng quan trọng nhất liên quan đến lao phổi|$|Đau ngực, thỉnh thoảng khó thở|$|Cảm thấy mệt mỏi mọi lúc|$|Đổ mồ hôi trộm về đêm|$|Sốt nhẹ, ớn lạnh về chiều|$|Chán ăn, gầy sút",https://www.vinmec.com/vi/benh/benh-lao-phoi-3183/
b,Bạch hầu,"Giả mạc hai bên thành họng, có màu trắng ngà, xám, đen, dai, dính, dễ chảy máu.|$|Đau họng và khàn giọng|$|Sưng hạch bạch huyết ở cổ|$|Khó thở hoặc thở nhanh|$|Chảy nước mũi|$|Sốt và ớn lạnh|$|Khó chịu|$|Vấn đề về thở. Vi khuẩn gây bệnh bạch hầu có thể tiết độc tố và độc tố này gây tổn thương mô ở khu vực nhiễm trùng ngay lập tức - thường là mũi và cổ họng. Tại vị trí đó, nhiễm trùng tạo ra một màng cứng màu xám bao gồm các tế bào chết, vi khuẩn và các chất khác. Màng này có thể cản trở hô hấp.|$|Đau tim. Độc tố bạch hầu có thể lây lan qua dòng máu và làm tổn thương các mô khác trong cơ thể, chẳng hạn như cơ tim, gây ra các biến chứng như viêm cơ tim. Tổn thương tim do viêm cơ tim có thể nhẹ, biểu hiện là những bất thường nhỏ trên điện tâm đồ hoặc nghiêm trọng dẫn đến suy tim sung huyết và đột tử.|$|Tổn thương thần kinh. Độc tố cũng có thể gây tổn thương thần kinh. Mục tiêu điển hình là dây thần kinh ở cổ họng gây khó nuốt, nếu ở cánh tay và chân cũng có thể bị viêm, gây yếu cơ. Nếu độc tố Corynebacterium diphtheriae làm tổn thương các dây thần kinh giúp kiểm soát các cơ hô hấp, các cơ này có thể bị tê liệt.|$|Về điều trị, hầu hết những người mắc bệnh bạch hầu đều sống sót sau những biến chứng này, nhưng quá trình phục hồi thường chậm. Bạch hầu gây tử vong ở khoảng 3%  những người mắc bệnh.",https://www.vinmec.com/vi/benh/bach-hau-4743/
b,Bệnh lang ben,"Xuất hiện các dát từ từ trên da, tăng dần về số lượng và kích thước|$|Da có màu khác so với vị trí xung quanh (có thể sáng hoặc tối hơn), có thể màu trắng, hồng hoặc nâu|$|Vị trí thường gặp: cổ, ngực, lưng và hai cánh tay. Tuy nhiên có thể gặp ở  bất cứ vị trí nào trên cơ thể.|$|Da có thể gây ngứa, tăng lên khi ra nắng hoặc đổ mồ hôi.|$|Nhiễm nấm men làm da không tiếp xúc được với ánh nắng mặt trời",https://www.vinmec.com/vi/benh/benh-lang-ben-3152/
b,Basedow,"Gầy sút là biểu hiện thường gặp nhất, người bệnh có thể giảm 3-20kg trong vòng vài tuần hoặc vài tháng mặc dù có thể vẫn ăn ngon. Tuy nhiên, vẫn có một số bệnh nhân nữ trẻ tuổi có khi lại tăng cân do ăn rất nhiều|$|Rối loạn tinh thần: dễ lo lắng, kích thích, cáu gắt, hay khóc, khó tập trung và mệt mỏi nhưng khó ngủ|$|Rối loạn điều hòa thân nhiệt: có những cơn nóng bừng, vã mồ hôi nhiều nhất là ở ngực và bàn tay, sợ nóng, bệnh nhân hay khát và uống nước nhiều|$|Tim mạch: hay hồi hộp, đánh trống ngực, có thể có cảm giác nghẹt thở, đau vùng trước tim|$|Rối loạn tiêu hóa (gặp ở khoảng 20% người bệnh): đi ngoài nhiều lần phân nát do tăng nhu động ruột, có thể kèm buồn nôn, nôn hay đau bụng",https://www.vinmec.com/vi/benh/basedow-3241/
b,Bướu cổ,"Mệt mỏi, căng thẳng, giảm trí nhớ, khô da, thường xuyên bị lạnh|$|Cảm giác hồi hộp đánh trống ngực, hay đổ mồ hôi, gầy sút cân|$|Lồi mắt|$|Thay đổi giọng nói, thường gặp là khàn giọng.|$|Cảm giác cổ họng luôn bị vướng hoặc đau cổ họng.|$|Nuốt khó, nuốt đau.|$|Khó thở, thường gặp ở tư thế nằm.|$|Hay ho và nghẹn.|$|Thở dốc.",https://www.vinmec.com/vi/benh/buou-co-3182/
b,Bóng đè,"Hiện tượng bóng đè có thể xuất hiện chỉ 1 lần hoặc thường xuyên, thậm chí nhiều lần trong 1 đêm.|$|Bóng đè thường xuất hiện khi bạn sắp thức giấc hoặc  xuất hiện ngay khi bạn vừa mới ngủ.|$|Không có khả năng di chuyển cơ thể khi ngủ hoặc khi thức dậy, kéo dài trong vài giây hoặc vài phút|$|Tỉnh táo|$|Không thể nói trong khi bị bóng đè|$|Có ảo giác và cảm giác sợ hãi|$|Cảm thấy áp lực lên ngực|$|Khó thở|$|Cảm giác như cái chết đang đến gần|$|Đổ mồ hôi|$|Đau đầu, đau cơ và hoang tưởng|$|Sau khi trải qua một lần bị bóng đè, bạn có thể cảm giác rất buồn và lo lắng.",https://www.vinmec.com/vi/benh/bong-de-3324/
b,Bạch biến,,https://www.vinmec.com/vi/benh/bach-bien-3126/
b,Bệnh lao xương,"Đau xương tại chỗ: Đây là triệu chứng thường gặp nhất của bệnh lao xương. Tùy thuộc vào tổn thương lao ở xương nào mà bệnh nhân sẽ có triệu chứng đau tại vị trí của xương đó. Lao cột sống sẽ có triệu chứng đau lưng nghiêm trọng ở phía sau cột sống, bệnh nhân đau liên tục, tăng lên về đêm.|$|Sưng, cứng tại vị trí bị lao xương, nhưng lại không viêm: Vị trí tổn thương lao xương sưng to nhưng lại không nóng, không đỏ như các bệnh viêm xương thông thường.|$|Áp xe lạnh: Đây là dấu hiệu gợi ý đến tổn thương do vi khuẩn lao gây ra. Bên trong ổ áp xe là mủ, tổ chức hoại tử bã đậu, đôi khi có cả mảnh xương chết. Khám lâm sàng thấy dấu hiệu bùng nhùng cạnh khớp. Ổ áp xe vỡ ra để lại lỗ dò.|$|Biến chứng thần kinh: liệt tứ chi hoặc 2 chi dưới.|$|Biến dạng xương: xẹp đốt sống, gù nhọn, có thể chèn ép tủy sống, rễ thần kinh.|$|Lao lan rộng: nếu không được điều trị kịp thời, vi khuẩn lao có thể phát triển đến các cơ quan khác trong cơ thể như phổi, màng não,... đe dọa tính mạng bệnh nhân.|$|Cắt cụt chi: lao xương nếu không được điều trị sớm và đúng phác đồ có thể dẫn đến những tổn thương không thể khắc phục được, buộc phải cắt cụt chi cho bệnh nhân.|$|Hạn chế vận động: bệnh nhân lao cột sống gặp khó khăn trong việc cúi, ngửa.|$|Teo cơ vận động khớp: cũng có thể là biến chứng của lao xương.|$|Liệt cơ tròn: đây là hậu quả đến từ việc áp xe lạnh chèn ép tủy sống",https://www.vinmec.com/vi/benh/benh-lao-xuong-3137/
b,Bệnh lỵ,"Dau bụng nhẹ|$|Chuột rút|$|Tiêu chảy|$|Máu hoặc chất nhầy trong phân|$|Sốt|$|Buồn nôn|$|Nôn|$|Đau bụng|$|Sốt và ớn lạnh|$|Buồn nôn và ói mửa|$|Tiêu chảy, có thể kèm theo máu, chất nhầy hoặc mủ|$|Đau khi đi đại tiện|$|Mệt mỏi",https://www.vinmec.com/vi/benh/benh-ly-3160/
b,Bạch tạng,"Tàn nhang. Nốt ruồi, có hoặc không có sắc tố - nốt ruồi không có sắc tố thường có màu hồng. Những đốm giống như đốm sắc tố sậm màu (lentigines)|$|Cháy nắng và không có khả năng lành lại.|$|Đối với một số người mắc bệnh bạch tạng, sắc tố da không bao giờ thay đổi theo thời gian, tuy nhiên có một vài trường hợp việc sản xuất sắc tố da melanin có thể bắt đầu hoặc tăng lên trong thời thơ ấu và tuổi niên thiếu, dẫn đến có một số thay đổi nhỏ về sắc tố da.|$|Chứng rung giật nhãn cầu|$|Hay di chuyển đầu, chẳng hạn như lắc hoặc nghiêng đầu, để cố gắng giảm các giật rung nhãn cầu và nhìn rõ hơn.|$|Không có khả năng để nhìn hai mắt cùng một điểm hoặc di chuyển cùng 1 hướng (lác mắt)|$|Cận thị hoặc viễn thị|$|Chứng sợ ánh sáng (photophobia)|$|Cong bất thường bề mặt trước của mắt hoặc thấu kính bên trong mắt (loạn thị), gây mờ mắt|$|Sự phát triển bất thường của võng mạc, dẫn đến giảm thị lực|$|Các tín hiệu thần kinh từ võng mạc đến não không đi theo con đường thần kinh bình thường (làm sai lệch dây thần kinh thị giác)|$|Nhận thức kém|$|Mắt quá kém, hầu như không nhìn thấy gì với thị lực thấp hơn 20/200 (Legal blindness) hoặc mù hoàn toàn",https://www.vinmec.com/vi/benh/bach-tang-3154/
b,Bạch cầu cấp,"Triệu chứng nhiễm khuẩn: Với tình trạng bệnh có hiện tượng giảm số lượng bạch cầu ở máu ngoại vi, chính là những tế bào có chức năng bảo vệ cơ thể chống lại các tác nhân gây bệnh từ bên ngoài nên khi số lượng bạch cầu suy giảm thì hậu quả tất yếu là bệnh nhân dễ bị nhiễm khuẩn|$|Triệu chứng thiếu máu: Nhóm triệu chứng này là đặc trưng cho việc giảm số lượng hồng cầu, tế bào có chức năng vận chuyển oxy cung cấp cho cơ thể nên gây ra các triệu chứng như: thở nhanh hoặc thở ngắn khi vận động, hoa mắt, mệt mỏi hoặc nhợt nhạt|$|Nguy cơ chảy máu: Nhóm triệu chứng đặc trưng cho tình trạng suy giảm tiểu cầu, tế bào có chức năng cầm máu nên khi giảm có thể gây ra triệu chứng như: chấm xuất huyết nhỏ, mảng bầm dưới da hoặc chảy máu từ mũi, lợi, trường hợp nặng có cả chảy máu nội tạng|$|Triệu chứng do sự tăng sinh tế bào ung thư máu có thể gặp như: phì đại cơ quan nội tạng như gan, lách. Đau đầu nôn mửa trong kích thích màng não gặp khi có sự xâm lấn hệ thần kinh trung ương",https://www.vinmec.com/vi/benh/bach-cau-cap-2976/
b,Bệnh tả,"Tiêu chảy liên tục, đi ngoài rất nhiều lần với khối lượng lớn, có khi 10 đến 20 lít nước chất thải một ngày. Đặc điểm phân trong bệnh tả điển hình chỉ toàn là nước, màu trắng lờ đục như nước vo gạo, không thấy có nhầy máu.|$|Nôn mửa rất dễ dàng, lúc đầu nôn ra thức ăn, lúc sau nôn toàn nước.|$|Bệnh nhân mắc bệnh tả thường không sốt, ít khi đau bụng.|$|Tình trạng mất điện giải gây mệt lả, chuột rút...",https://www.vinmec.com/vi/benh/benh-ta-3149/
b,Bệnh vảy nến,"Vảy nến thể mảng (vảy nến mảng bám): xuất hiện các mảng da đỏ ở khuỷu tay, đầu gối và vùng dưới lưng.|$|Vảy nến mụn mủ: xuất hiện mụn mủ ở các vùng da tay và chân.|$|Vảy nến thể giọt: khắp cơ thể xuất hiện các tổn thương có dạng giọt nước. Loại này thường gặp ở trẻ em sau khi bị viêm họng do nhiễm streptococci.|$|Viêm khớp vảy nến: có hiện tượng sưng ở các khớp ngón tay, ngón chân hoặc xương sống, đầu gối.|$|Vảy nến móng tay, móng chân: móng dày và xuất hiện những lỗ nhỏ trên bề mặt.|$|Vảy nến da đầu: xuất hiện những mảng da dày màu trắng bạc trên đầu.|$|Vảy nến nếp gấp (vảy nến đảo ngược): xuất hiện tổn thương ở các vùng nếp gấp của da như: nách, háng, mông,..Loại này thường gặp ở những người béo phì.",https://www.vinmec.com/vi/benh/benh-vay-nen-3093/
b,Bại liệt,"Bại liệt thể nhẹ: các triệu chứng thường gặp nhất là những triệu chứng giống như các bệnh nhiễm trùng do virus khác gây ra, bao gồm: sốt cao, đau đầu, mất ngủ, rát cổ họng, buồn nôn và nôn mửa, táo bón hoặc tiêu chảy. Bệnh có thể hồi phục trong vài ngày.|$|Bại liệt thể không liệt: hay còn gọi là thể viêm màng não vô khuẩn, biểu hiện thường gặp nhất là đau đầu, cứng cổ, và thay đổi chức năng tâm thần.|$|Bại liệt thể liệt: triệu chứng phổ biến nhất là sốt và sau đó đau đầu, cứng cổ và lưng, táo bón và nhạy cảm khi bị chạm vào người. Bệnh nhân dần dần mất cảm giác và vận động ở phần dưới của cơ thể dẫn đến liệt không đối xứng. Sau đó bệnh nhân sẽ phục hồi dần trong vòng từ 2 đến 6 tháng. Trong các trường hợp nặng hơn, nếu liệt cả tủy sống và hành tủy có thể dẫn đến suy hô hấp và tử vong.",https://www.vinmec.com/vi/benh/bai-liet-3109/
b,Bàng quang tăng hoạt,"Người bệnh thường than phiền với bác sĩ về tình trạng tiểu gấp, thường có cảm giác bất chợt muốn đi tiểu, không nhịn tiểu được và cần phải đi tiểu ngay.|$|Đôi lúc người bệnh than phiền són tiểu theo sau cảm giác tiểu gấp.|$|Ngoài ra nhiều người bệnh than phiền phải đi tiểu nhiều lần (trên 8 lần) trong ngày tính từ lúc thức dậy cho đến lúc đi ngủ hoặc phải thức dậy ban đêm từ một lần trở lên để đi tiểu mà sau đó khó ngủ trở lại gây khó chịu cho người bệnh.",https://www.vinmec.com/vi/benh/bang-quang-tang-hoat-3314/
b,Bạch hầu thanh quản,"Sốt và ớn lạnh|$|Khó chịu ở trẻ thường biểu hiện quấy khóc, bỏ bú|$|Chảy nước mũi|$|Khó thở và thở nhanh đặc biệt ở trẻ còn bú do trẻ khó thở nên khi bú trẻ phải dừng lại để thở.|$|Sưng các hạch ở cổ|$|Ho ông ổng (barking cough)|$|Khàn tiếng|$|Xuất hiện một màng màu xám dày vùng họng",https://www.vinmec.com/vi/benh/bach-hau-thanh-quan-4726/
b,Bệnh xơ cứng bì toàn thể,,https://www.vinmec.com/vi/benh/benh-xo-cung-bi-toan-the-4459/
b,Barrett thực quản,"Người bệnh có triệu chứng ợ nóng thường xuyên|$|Cảm giác khó nuốt khi ăn|$|Đau ngực|$|Tuy nhiên, nhiều người bệnh bị Barrett thực quản không có triệu chứng mà chỉ tình cờ phát hiện khi khám bệnh khác.|$|Đau ngực, có thể là triệu chứng của một cơn đau tim|$|Khó nuốt|$|Là nôn ra máu đỏ tươi hoặc máu trông giống như bã cà phê|$|Đại tiện phân có màu đen, có mùi hôi hoặc có máu đỏ tươi.",https://www.vinmec.com/vi/benh/barrett-thuc-quan-3156/
b,Bệnh loạn dưỡng cơ Duchenne,"Vẹo cột sống|$|Cơ bắp chân ngắn và chắc, gọi là co rút|$|Nhức đầu|$|Vấn đề với học tập và trí nhớ|$|Khó thở|$|Buồn ngủ|$|Khó tập trung",https://www.vinmec.com/vi/benh/benh-loan-duong-co-duchenne-3295/
